x1,y1,z1,x2,y2,y3,y4,y5,y6,y7
0.541861,0.501447,0.541981,0.50159,1.043308,1.043428,1.043571,1.043451,1.083842,1.003037
0.541789,0.501383,0.541846,0.501437,1.043172,1.043229,1.043283,1.043226,1.083635,1.00282
0.541408,0.501287,0.541513,0.501358,1.042695,1.0428,1.042871,1.042766,1.082921,1.002645
0.50157,0.49982,0.501645,0.499891,1.00139,1.001465,1.001536,1.001461,1.003215,0.999711
0.501614,0.499842,0.50167,0.499897,1.001456,1.001512,1.001567,1.001511,1.003284,0.999739
0.501629,0.499778,0.501722,0.499842,1.001407,1.0015,1.001564,1.001471,1.003351,0.99962
0.50167,0.4998,0.501777,0.499921,1.00147,1.001577,1.001698,1.001591,1.003447,0.999721
0.54175,0.501383,0.54181,0.501437,1.043133,1.043193,1.043247,1.043187,1.08356,1.00282
0.541789,0.501336,0.541846,0.50139,1.043125,1.043182,1.043236,1.043179,1.083635,1.002726
0.499007,0.495526,0.499231,0.495676,0.994533,0.994757,0.994907,0.994683,0.998238,0.991202
0.49995,0.495433,0.500162,0.49562,0.995383,0.995595,0.995782,0.99557,1.000112,0.991053
0.499176,0.49482,0.499308,0.495015,0.993996,0.994128,0.994323,0.994191,0.998484,0.989835
0.499308,0.494672,0.499474,0.4949,0.99398,0.994146,0.994374,0.994208,0.998782,0.989572
0.499772,0.494856,0.499928,0.495019,0.994628,0.994784,0.994947,0.994791,0.9997,0.989875
0.499559,0.494679,0.499726,0.494814,0.994238,0.994405,0.99454,0.994373,0.999285,0.989493
0.556099,0.48598,0.556268,0.486129,1.042079,1.042248,1.042397,1.042228,1.112367,0.972109
0.553605,0.491045,0.554068,0.491314,1.04465,1.045113,1.045382,1.044919,1.107673,0.982359
0.556587,0.48556,0.556698,0.485662,1.042147,1.042258,1.04236,1.042249,1.113285,0.971222
0.556499,0.485624,0.556587,0.485704,1.042123,1.042211,1.042291,1.042203,1.113086,0.971328
0.541831,0.501336,0.541886,0.50139,1.043167,1.043222,1.043276,1.043221,1.083717,1.002726
0.541839,0.501987,0.542129,0.502269,1.043826,1.044116,1.044398,1.044108,1.083968,1.004256
0.541647,0.501061,0.541741,0.501143,1.042708,1.042802,1.042884,1.04279,1.083388,1.002204
0.541791,0.501063,0.541843,0.501128,1.042854,1.042906,1.042971,1.042919,1.083634,1.002191
0.541927,0.501054,0.542031,0.501171,1.042981,1.043085,1.043202,1.043098,1.083958,1.002225
0.541753,0.500493,0.542007,0.500748,1.042246,1.0425,1.042755,1.042501,1.08376,1.001241
0.541589,0.500361,0.541873,0.500612,1.04195,1.042234,1.042485,1.042201,1.083462,1.000973
0.541843,0.501004,0.541914,0.501079,1.042847,1.042918,1.042993,1.042922,1.083757,1.002083
0.541773,0.501063,0.541843,0.501115,1.042836,1.042906,1.042958,1.042888,1.083616,1.002178
0.541678,0.500996,0.541765,0.501061,1.042674,1.042761,1.042826,1.042739,1.083443,1.002057
0.541709,0.501061,0.541773,0.50111,1.04277,1.042834,1.042883,1.042819,1.083482,1.002171
0.541596,0.500913,0.541708,0.501,1.042509,1.042621,1.042708,1.042596,1.083304,1.001913
0.541106,0.500935,0.541249,0.501134,1.042041,1.042184,1.042383,1.04224,1.082355,1.002069
0.541709,0.500996,0.541773,0.501066,1.042705,1.042769,1.042839,1.042775,1.083482,1.002062
0.54149,0.501278,0.541558,0.501358,1.042768,1.042836,1.042916,1.042848,1.083048,1.002636
0.541654,0.50133,0.541727,0.501433,1.042984,1.043057,1.04316,1.043087,1.083381,1.002763
0.556699,0.486017,0.556782,0.486106,1.042716,1.042799,1.042888,1.042805,1.113481,0.972123
0.556699,0.485968,0.556782,0.486036,1.042667,1.04275,1.042818,1.042735,1.113481,0.972004
0.541783,0.501282,0.541831,0.501336,1.043065,1.043113,1.043167,1.043119,1.083614,1.002618
0.541783,0.501329,0.541831,0.501383,1.043112,1.04316,1.043214,1.043166,1.083614,1.002712
0.500855,0.499956,0.501046,0.500143,1.000811,1.001002,1.001189,1.000998,1.001901,1.000099
0.500816,0.499436,0.50105,0.499644,1.000252,1.000486,1.000694,1.00046,1.001866,0.99908
0.499746,0.495125,0.49983,0.495214,0.994871,0.994955,0.995044,0.99496,0.999576,0.990339
0.499703,0.495125,0.499764,0.495214,0.994828,0.994889,0.994978,0.994917,0.999467,0.990339
0.556629,0.486329,0.556832,0.486521,1.042958,1.043161,1.043353,1.04315,1.113461,0.97285
0.556549,0.486151,0.556647,0.486242,1.0427,1.042798,1.042889,1.042791,1.113196,0.972393
0.556268,0.48596,0.55638,0.48609,1.042228,1.04234,1.04247,1.042358,1.112648,0.97205
0.556322,0.485741,0.556462,0.485859,1.042063,1.042203,1.042321,1.042181,1.112784,0.9716
0.542532,0.501103,0.542738,0.501306,1.043635,1.043841,1.044044,1.043838,1.08527,1.002409
0.542031,0.501054,0.542181,0.501167,1.043085,1.043235,1.043348,1.043198,1.084212,1.002221
0.542055,0.501804,0.542243,0.501987,1.043859,1.044047,1.04423,1.044042,1.084298,1.003791
0.540898,0.501747,0.541159,0.502008,1.042645,1.042906,1.043167,1.042906,1.082057,1.003755
0.541765,0.500996,0.541908,0.501063,1.042761,1.042904,1.042971,1.042828,1.083673,1.002059
0.541765,0.500996,0.541843,0.501066,1.042761,1.042839,1.042909,1.042831,1.083608,1.002062
0.499749,0.49407,0.500035,0.494376,0.993819,0.994105,0.994411,0.994125,0.999784,0.988446
0.556531,0.485516,0.556698,0.485662,1.042047,1.042214,1.04236,1.042193,1.113229,0.971178
0.501833,0.4999,0.501974,0.500013,1.001733,1.001874,1.001987,1.001846,1.003807,0.999913
0.501405,0.49994,0.501505,0.500154,1.001345,1.001445,1.001659,1.001559,1.00291,1.000094
0.541867,0.500733,0.542028,0.500908,1.0426,1.042761,1.042936,1.042775,1.083895,1.001641
0.542028,0.500814,0.542258,0.500965,1.042842,1.043072,1.043223,1.042993,1.084286,1.001779
0.542104,0.501842,0.542317,0.50206,1.043946,1.044159,1.044377,1.044164,1.084421,1.003902
0.542098,0.502269,0.542396,0.502593,1.044367,1.044665,1.044989,1.044691,1.084494,1.004862
0.554041,0.48981,0.554164,0.489899,1.043851,1.043974,1.044063,1.04394,1.108205,0.979709
0.554011,0.48981,0.554131,0.489943,1.043821,1.043941,1.044074,1.043954,1.108142,0.979753
0.541846,0.501347,0.541886,0.501447,1.043193,1.043233,1.043333,1.043293,1.083732,1.002794
0.54188,0.501347,0.541958,0.501447,1.043227,1.043305,1.043405,1.043327,1.083838,1.002794
0.541554,0.501844,0.541765,0.502016,1.043398,1.043609,1.043781,1.04357,1.083319,1.00386
0.541193,0.501312,0.541364,0.501402,1.042505,1.042676,1.042766,1.042595,1.082557,1.002714
0.553975,0.4901,0.554068,0.490211,1.044075,1.044168,1.044279,1.044186,1.108043,0.980311
0.554214,0.489473,0.554348,0.489666,1.043687,1.043821,1.044014,1.04388,1.108562,0.979139
0.500975,0.494028,0.501432,0.494445,0.995003,0.99546,0.995877,0.99542,1.002407,0.988473
0.556412,0.485564,0.556499,0.485669,1.041976,1.042063,1.042168,1.042081,1.112911,0.971233
0.541064,0.501328,0.541193,0.501497,1.042392,1.042521,1.04269,1.042561,1.082257,1.002825
0.541133,0.502155,0.54139,0.502444,1.043288,1.043545,1.043834,1.043577,1.082523,1.004599
0.542282,0.501445,0.542541,0.501675,1.043727,1.043986,1.044216,1.043957,1.084823,1.00312
0.541976,0.501054,0.542058,0.501171,1.04303,1.043112,1.043229,1.043147,1.084034,1.002225
0.54175,0.50143,0.54181,0.501496,1.04318,1.04324,1.043306,1.043246,1.08356,1.002926
0.541774,0.501437,0.54188,0.501496,1.043211,1.043317,1.043376,1.04327,1.083654,1.002933
0.541727,0.501329,0.541789,0.501383,1.043056,1.043118,1.043172,1.04311,1.083516,1.002712
0.541727,0.501371,0.541789,0.50143,1.043098,1.04316,1.043219,1.043157,1.083516,1.002801
0.541677,0.501371,0.54175,0.501433,1.043048,1.043121,1.043183,1.04311,1.083427,1.002804
0.541677,0.50143,0.541774,0.501496,1.043107,1.043204,1.04327,1.043173,1.083451,1.002926
0.556826,0.48557,0.556957,0.485658,1.042396,1.042527,1.042615,1.042484,1.113783,0.971228
0.556824,0.485717,0.556912,0.485802,1.042541,1.042629,1.042714,1.042626,1.113736,0.971519
0.557201,0.485948,0.557345,0.486204,1.043149,1.043293,1.043549,1.043405,1.114546,0.972152
0.556698,0.48556,0.556834,0.485621,1.042258,1.042394,1.042455,1.042319,1.113532,0.971181
0.5568,0.485658,0.556886,0.485731,1.042458,1.042544,1.042617,1.042531,1.113686,0.971389
0.556148,0.48551,0.556281,0.485713,1.041658,1.041791,1.041994,1.041861,1.112429,0.971223
0.557182,0.486204,0.557384,0.486388,1.043386,1.043588,1.043772,1.04357,1.114566,0.972592
0.556647,0.486106,0.556747,0.486229,1.042753,1.042853,1.042976,1.042876,1.113394,0.972335
0.557182,0.486378,0.557384,0.486669,1.04356,1.043762,1.044053,1.043851,1.114566,0.973047
0.556405,0.485425,0.556531,0.485564,1.04183,1.041956,1.042095,1.041969,1.112936,0.970989
0.541106,0.500884,0.541278,0.501019,1.04199,1.042162,1.042297,1.042125,1.082384,1.001903
0.541678,0.500913,0.541765,0.501,1.042591,1.042678,1.042765,1.042678,1.083443,1.001913
0.499681,0.495358,0.499773,0.495435,0.995039,0.995131,0.995208,0.995116,0.999454,0.990793
0.499968,0.49562,0.500204,0.49593,0.995588,0.995824,0.996134,0.995898,1.000172,0.99155
0.499782,0.495247,0.499902,0.495307,0.995029,0.995149,0.995209,0.995089,0.999684,0.990554
0.49995,0.495571,0.500162,0.495759,0.995521,0.995733,0.995921,0.995709,1.000112,0.99133
0.556832,0.486399,0.557043,0.486556,1.043231,1.043442,1.043599,1.043388,1.113875,0.972955
0.556886,0.485717,0.557002,0.485802,1.042603,1.042719,1.042804,1.042688,1.113888,0.971519
0.556948,0.485985,0.557072,0.486114,1.042933,1.043057,1.043186,1.043062,1.11402,0.972099
0.556851,0.48588,0.556948,0.485985,1.042731,1.042828,1.042933,1.042836,1.113799,0.971865
0.55678,0.485801,0.556862,0.48588,1.042581,1.042663,1.042742,1.04266,1.113642,0.971681
0.556747,0.485795,0.556824,0.485866,1.042542,1.042619,1.04269,1.042613,1.113571,0.971661
0.541633,0.501057,0.541709,0.501143,1.04269,1.042766,1.042852,1.042776,1.083342,1.0022
0.541547,0.501057,0.541647,0.501143,1.042604,1.042704,1.04279,1.04269,1.083194,1.0022
0.541753,0.500733,0.542007,0.500872,1.042486,1.04274,1.042879,1.042625,1.08376,1.001605
0.541765,0.500872,0.541908,0.501004,1.042637,1.04278,1.042912,1.042769,1.083673,1.001876
0.501875,0.500013,0.502042,0.500135,1.001888,1.002055,1.002177,1.00201,1.003917,1.000148
0.501205,0.499989,0.501422,0.500154,1.001194,1.001411,1.001576,1.001359,1.002627,1.000143
0.556899,0.486556,0.557311,0.486752,1.043455,1.043867,1.044063,1.043651,1.11421,0.973308
0.556912,0.485744,0.557007,0.485871,1.042656,1.042751,1.042878,1.042783,1.113919,0.971615
0.499683,0.495501,0.499787,0.495653,0.995184,0.995288,0.99544,0.995336,0.99947,0.991154
0.499681,0.4954,0.499773,0.495501,0.995081,0.995173,0.995274,0.995182,0.999454,0.990901
0.541526,0.501143,0.541647,0.501214,1.042669,1.04279,1.042861,1.04274,1.083173,1.002357
0.541482,0.501148,0.541561,0.501222,1.04263,1.042709,1.042783,1.042704,1.083043,1.00237
0.501468,0.499711,0.50157,0.49982,1.001179,1.001281,1.00139,1.001288,1.003038,0.999531
0.501413,0.499711,0.501524,0.499796,1.001124,1.001235,1.00132,1.001209,1.002937,0.999507
0.50157,0.499778,0.501645,0.499842,1.001348,1.001423,1.001487,1.001412,1.003215,0.99962
0.501524,0.499711,0.501629,0.49982,1.001235,1.00134,1.001449,1.001344,1.003153,0.999531
0.501629,0.499693,0.501722,0.4998,1.001322,1.001415,1.001522,1.001429,1.003351,0.999493
0.501012,0.499266,0.501229,0.499467,1.000278,1.000495,1.000696,1.000479,1.002241,0.998733
0.556711,0.486036,0.556817,0.48612,1.042747,1.042853,1.042937,1.042831,1.113528,0.972156
0.556782,0.485963,0.556877,0.486044,1.042745,1.04284,1.042921,1.042826,1.113659,0.972007
0.501422,0.500154,0.501539,0.50031,1.001576,1.001693,1.001849,1.001732,1.002961,1.000464
0.501539,0.500143,0.501622,0.500245,1.001682,1.001765,1.001867,1.001784,1.003161,1.000388
0.54144,0.500981,0.541547,0.501094,1.042421,1.042528,1.042641,1.042534,1.082987,1.002075
0.541389,0.501094,0.541482,0.501232,1.042483,1.042576,1.042714,1.042621,1.082871,1.002326
0.499401,0.495041,0.499478,0.49513,0.994442,0.994519,0.994608,0.994531,0.998879,0.990171
0.499303,0.495041,0.499477,0.4951,0.994344,0.994518,0.994577,0.994403,0.99878,0.990141
0.556455,0.485762,0.55651,0.485867,1.042217,1.042272,1.042377,1.042322,1.112965,0.971629
0.556455,0.485831,0.55651,0.48591,1.042286,1.042341,1.04242,1.042365,1.112965,0.971741
0.556367,0.485859,0.556455,0.485947,1.042226,1.042314,1.042402,1.042314,1.112822,0.971806
0.555521,0.485831,0.555771,0.486009,1.041352,1.041602,1.04178,1.04153,1.111292,0.97184
0.499628,0.494679,0.49982,0.494856,0.994307,0.994499,0.994676,0.994484,0.999448,0.989535
0.553987,0.48965,0.554128,0.48981,1.043637,1.043778,1.043938,1.043797,1.108115,0.97946
0.541571,0.500748,0.541753,0.500913,1.042319,1.042501,1.042666,1.042484,1.083324,1.001661
0.54144,0.501068,0.541547,0.501148,1.042508,1.042615,1.042695,1.042588,1.082987,1.002216
0.541321,0.501094,0.54144,0.501232,1.042415,1.042534,1.042672,1.042553,1.082761,1.002326
0.541107,0.500334,0.541322,0.50055,1.041441,1.041656,1.041872,1.041657,1.082429,1.000884
0.501748,0.499575,0.501896,0.499701,1.001323,1.001471,1.001597,1.001449,1.003644,0.999276
0.501947,0.499177,0.502184,0.499414,1.001124,1.001361,1.001598,1.001361,1.004131,0.998591
0.556972,0.486114,0.557118,0.486259,1.043086,1.043232,1.043377,1.043231,1.11409,0.972373
0.556852,0.486114,0.557004,0.486259,1.042966,1.043118,1.043263,1.043111,1.113856,0.972373
0.556728,0.486201,0.556852,0.486329,1.042929,1.043053,1.043181,1.043057,1.11358,0.97253
0.556817,0.486044,0.556972,0.48612,1.042861,1.043016,1.043092,1.042937,1.113789,0.972164
0.499764,0.495098,0.499841,0.49518,0.994862,0.994939,0.995021,0.994944,0.999605,0.990278
0.499764,0.49501,0.499841,0.495125,0.994774,0.994851,0.994966,0.994889,0.999605,0.990135
0.499786,0.49518,0.499902,0.495248,0.994966,0.995082,0.99515,0.995034,0.999688,0.990428
0.49983,0.495098,0.499927,0.49518,0.994928,0.995025,0.995107,0.99501,0.999757,0.990278
0.556747,0.48612,0.556852,0.486226,1.042867,1.042972,1.043078,1.042973,1.113599,0.972346
0.556877,0.485985,0.556972,0.486114,1.042862,1.042957,1.043086,1.042991,1.113849,0.972099
0.552696,0.488611,0.553056,0.488915,1.041307,1.041667,1.041971,1.041611,1.105752,0.977526
0.499559,0.494518,0.499726,0.494685,0.994077,0.994244,0.994411,0.994244,0.999285,0.989203
0.502124,0.500234,0.502306,0.500393,1.002358,1.00254,1.002699,1.002517,1.00443,1.000627
0.501728,0.500134,0.501875,0.500275,1.001862,1.002009,1.00215,1.002003,1.003603,1.000409
0.50315,0.501232,0.503478,0.501684,1.004382,1.00471,1.005162,1.004834,1.006628,1.002916
0.50263,0.500843,0.502923,0.501182,1.003473,1.003766,1.004105,1.003812,1.005553,1.002025
0.556862,0.485802,0.557007,0.48588,1.042664,1.042809,1.042887,1.042742,1.113869,0.971682
0.556862,0.485871,0.557007,0.485985,1.042733,1.042878,1.042992,1.042847,1.113869,0.971856
0.501622,0.500212,0.501728,0.50038,1.001834,1.00194,1.002108,1.002002,1.00335,1.000592
0.502042,0.500117,0.502215,0.500271,1.002159,1.002332,1.002486,1.002313,1.004257,1.000388
0.499617,0.494518,0.499852,0.494679,0.994135,0.99437,0.994531,0.994296,0.999469,0.989197
0.499684,0.494856,0.49982,0.49501,0.99454,0.994676,0.99483,0.994694,0.999504,0.989866
0.555933,0.485186,0.556148,0.48551,1.041119,1.041334,1.041658,1.041443,1.112081,0.970696
0.499482,0.49576,0.499706,0.495985,0.995242,0.995466,0.995691,0.995467,0.999188,0.991745
0.556978,0.486388,0.557182,0.486556,1.043366,1.04357,1.043738,1.043534,1.11416,0.972944
0.556405,0.486621,0.556621,0.486824,1.043026,1.043242,1.043445,1.043229,1.113026,0.973445
0.556511,0.486229,0.556728,0.486352,1.04274,1.042957,1.04308,1.042863,1.113239,0.972581
0.556647,0.486201,0.556747,0.486329,1.042848,1.042948,1.043076,1.042976,1.113394,0.97253
0.541558,0.501278,0.541654,0.501388,1.042836,1.042932,1.043042,1.042946,1.083212,1.002666
0.541601,0.50133,0.541677,0.501433,1.042931,1.043007,1.04311,1.043034,1.083278,1.002763
0.541169,0.501328,0.541364,0.501497,1.042497,1.042692,1.042861,1.042666,1.082533,1.002825
0.541364,0.501299,0.541513,0.501402,1.042663,1.042812,1.042915,1.042766,1.082877,1.002701
0.556852,0.486226,0.557004,0.48634,1.043078,1.04323,1.043344,1.043192,1.113856,0.972566
0.556249,0.486858,0.556464,0.487108,1.043107,1.043322,1.043572,1.043357,1.112713,0.973966
0.54147,0.501839,0.541616,0.502016,1.043309,1.043455,1.043632,1.043486,1.083086,1.003855
0.541531,0.501479,0.541675,0.501584,1.04301,1.043154,1.043259,1.043115,1.083206,1.003063
0.553975,0.490143,0.554202,0.490267,1.044118,1.044345,1.044469,1.044242,1.108177,0.98041
0.55394,0.489943,0.554036,0.490046,1.043883,1.043979,1.044082,1.043986,1.107976,0.979989
0.55382,0.490021,0.553976,0.4901,1.043841,1.043997,1.044076,1.04392,1.107796,0.980121
0.55382,0.490053,0.553976,0.490211,1.043873,1.044029,1.044187,1.044031,1.107796,0.980264
0.553975,0.490211,0.554202,0.490436,1.044186,1.044413,1.044638,1.044411,1.108177,0.980647
0.554124,0.490425,0.554321,0.490763,1.044549,1.044746,1.045084,1.044887,1.108445,0.981188
0.55588,0.486129,0.556099,0.486302,1.042009,1.042228,1.042401,1.042182,1.111979,0.972431
0.556268,0.48609,0.556431,0.48624,1.042358,1.042521,1.042671,1.042508,1.112699,0.97233
0.499782,0.495248,0.499902,0.495361,0.99503,0.99515,0.995263,0.995143,0.999684,0.990609
0.499902,0.495142,0.500039,0.495248,0.995044,0.995181,0.995287,0.99515,0.999941,0.99039
0.501538,0.500245,0.501689,0.50038,1.001783,1.001934,1.002069,1.001918,1.003227,1.000625
0.501538,0.50031,0.501689,0.500467,1.001848,1.001999,1.002156,1.002005,1.003227,1.000777
0.554124,0.490267,0.554321,0.490436,1.044391,1.044588,1.044757,1.04456,1.108445,0.980703
0.554202,0.490155,0.554438,0.490275,1.044357,1.044593,1.044713,1.044477,1.10864,0.98043
0.501722,0.499701,0.501849,0.499817,1.001423,1.00155,1.001666,1.001539,1.003571,0.999518
0.501679,0.499693,0.501817,0.4998,1.001372,1.00151,1.001617,1.001479,1.003496,0.999493
0.501374,0.50031,0.501541,0.500467,1.001684,1.001851,1.002008,1.001841,1.002915,1.000777
0.50069,0.499276,0.500892,0.499644,0.999966,1.000168,1.000536,1.000334,1.001582,0.99892
0.502884,0.498858,0.503276,0.499218,1.001742,1.002134,1.002494,1.002102,1.00616,0.998076
0.501012,0.499038,0.501229,0.499333,1.00005,1.000267,1.000562,1.000345,1.002241,0.998371
0.499516,0.495653,0.499706,0.49587,0.995169,0.995359,0.995576,0.995386,0.999222,0.991523
0.499578,0.495501,0.499684,0.495653,0.995079,0.995185,0.995337,0.995231,0.999262,0.991154
0.498987,0.495676,0.499236,0.495838,0.994663,0.994912,0.995074,0.994825,0.998223,0.991514
0.499445,0.495401,0.499585,0.495509,0.994846,0.994986,0.995094,0.994954,0.99903,0.99091
0.499787,0.495556,0.49995,0.495681,0.995343,0.995506,0.995631,0.995468,0.999737,0.991237
0.499684,0.495435,0.499787,0.495556,0.995119,0.995222,0.995343,0.99524,0.999471,0.990991
0.556333,0.486655,0.556564,0.486858,1.042988,1.043219,1.043422,1.043191,1.112897,0.973513
0.556972,0.486017,0.557118,0.486163,1.042989,1.043135,1.043281,1.043135,1.11409,0.97218
0.499231,0.495579,0.499403,0.495785,0.99481,0.994982,0.995188,0.995016,0.998634,0.991364
0.499578,0.495445,0.499684,0.495571,0.995023,0.995129,0.995255,0.995149,0.999262,0.991016
0.500001,0.49531,0.500247,0.495433,0.995311,0.995557,0.99568,0.995434,1.000248,0.990743
0.500007,0.4952,0.500247,0.495311,0.995207,0.995447,0.995558,0.995318,1.000254,0.990511
0.499516,0.495571,0.499683,0.49576,0.995087,0.995254,0.995443,0.995276,0.999199,0.991331
0.499683,0.495556,0.499814,0.495681,0.995239,0.99537,0.995495,0.995364,0.999497,0.991237
0.499773,0.495435,0.499875,0.495556,0.995208,0.99531,0.995431,0.995329,0.999648,0.990991
0.499891,0.495311,0.500007,0.495433,0.995202,0.995318,0.99544,0.995324,0.999898,0.990744
0.500412,0.499647,0.500692,0.49992,1.000059,1.000339,1.000612,1.000332,1.001104,0.999567
0.501374,0.500392,0.501541,0.500625,1.001766,1.001933,1.002166,1.001999,1.002915,1.001017
0.55382,0.489923,0.55394,0.490053,1.043743,1.043863,1.043993,1.043873,1.10776,0.979976
0.554299,0.489149,0.554573,0.489377,1.043448,1.043722,1.04395,1.043676,1.108872,0.978526
0.541279,0.501128,0.541389,0.501243,1.042407,1.042517,1.042632,1.042522,1.082668,1.002371
0.541278,0.500744,0.541425,0.500898,1.042022,1.042169,1.042323,1.042176,1.082703,1.001642
0.499773,0.495361,0.499891,0.495471,0.995134,0.995252,0.995362,0.995244,0.999664,0.990832
0.499875,0.495361,0.500001,0.495471,0.995236,0.995362,0.995472,0.995346,0.999876,0.990832
0.499575,0.495033,0.49965,0.495141,0.994608,0.994683,0.994791,0.994716,0.999225,0.990174
0.499477,0.495033,0.499636,0.495109,0.99451,0.994669,0.994745,0.994586,0.999113,0.990142
0.499403,0.495509,0.499578,0.495625,0.994912,0.995087,0.995203,0.995028,0.998981,0.991134
0.499354,0.495401,0.49948,0.495509,0.994755,0.994881,0.994989,0.994863,0.998834,0.99091
0.556205,0.486229,0.556362,0.486376,1.042434,1.042591,1.042738,1.042581,1.112567,0.972605
0.556161,0.485849,0.556302,0.48598,1.04201,1.042151,1.042282,1.042141,1.112463,0.971829
0.501909,0.499871,0.502079,0.500013,1.00178,1.00195,1.002092,1.001922,1.003988,0.999884
0.501974,0.499871,0.50214,0.500013,1.001845,1.002011,1.002153,1.001987,1.004114,0.999884
0.499021,0.496043,0.499458,0.496397,0.995064,0.995501,0.995855,0.995418,0.998479,0.99244
0.499007,0.495579,0.499236,0.495785,0.994586,0.994815,0.995021,0.994792,0.998243,0.991364
0.541195,0.501128,0.541321,0.501243,1.042323,1.042449,1.042564,1.042438,1.082516,1.002371
0.541148,0.501134,0.541279,0.501258,1.042282,1.042413,1.042537,1.042406,1.082427,1.002392
0.556051,0.486129,0.556205,0.486302,1.04218,1.042334,1.042507,1.042353,1.112256,0.972431
0.554078,0.489149,0.554299,0.489473,1.043227,1.043448,1.043772,1.043551,1.108377,0.978622
0.556957,0.485525,0.557101,0.485655,1.042482,1.042626,1.042756,1.042612,1.114058,0.97118
0.556957,0.485616,0.557101,0.485744,1.042573,1.042717,1.042845,1.042701,1.114058,0.97136
0.556834,0.485502,0.556957,0.485616,1.042336,1.042459,1.042573,1.04245,1.113791,0.971118
0.557009,0.485382,0.557191,0.485535,1.042391,1.042573,1.042726,1.042544,1.1142,0.970917
0.553644,0.489904,0.55382,0.490058,1.043548,1.043724,1.043878,1.043702,1.107464,0.979962
0.55372,0.489769,0.55388,0.489923,1.043489,1.043649,1.043803,1.043643,1.1076,0.979692
0.499231,0.495488,0.499403,0.495625,0.994719,0.994891,0.995028,0.994856,0.998634,0.991113
0.499354,0.495488,0.49948,0.495625,0.994842,0.994968,0.995105,0.994979,0.998834,0.991113
0.499787,0.495471,0.49995,0.495571,0.995258,0.995421,0.995521,0.995358,0.999737,0.991042
0.499875,0.495433,0.500001,0.495571,0.995308,0.995434,0.995572,0.995446,0.999876,0.991004
0.541063,0.501134,0.541195,0.501258,1.042197,1.042329,1.042453,1.042321,1.082258,1.002392
0.540987,0.501135,0.541148,0.501279,1.042122,1.042283,1.042427,1.042266,1.082135,1.002414
0.541508,0.501358,0.541601,0.501452,1.042866,1.042959,1.043053,1.04296,1.083109,1.00281
0.539968,0.501809,0.540282,0.502189,1.041777,1.042091,1.042471,1.042157,1.08025,1.003998
0.553952,0.490436,0.554321,0.490763,1.044388,1.044757,1.045084,1.044715,1.108273,0.981199
0.552829,0.491108,0.553216,0.491689,1.043937,1.044324,1.044905,1.044518,1.106045,0.982797
0.54136,0.500981,0.541489,0.501094,1.042341,1.04247,1.042583,1.042454,1.082849,1.002075
0.541195,0.501019,0.541321,0.501134,1.042214,1.04234,1.042455,1.042329,1.082516,1.002153
0.541508,0.501452,0.5416,0.501566,1.04296,1.043052,1.043166,1.043074,1.083108,1.003018
0.541364,0.501402,0.541508,0.501531,1.042766,1.04291,1.043039,1.042895,1.082872,1.002933
0.541675,0.501496,0.541861,0.50159,1.043171,1.043357,1.043451,1.043265,1.083536,1.003086
0.541933,0.501804,0.542104,0.501987,1.043737,1.043908,1.044091,1.04392,1.084037,1.003791
0.540599,0.501999,0.540898,0.502305,1.042598,1.042897,1.043203,1.042904,1.081497,1.004304
0.540984,0.501497,0.541169,0.501747,1.042481,1.042666,1.042916,1.042731,1.082153,1.003244
0.557072,0.486017,0.557201,0.486163,1.043089,1.043218,1.043364,1.043235,1.114273,0.97218
0.557002,0.485744,0.557159,0.485873,1.042746,1.042903,1.043032,1.042875,1.114161,0.971617
0.501413,0.499596,0.501524,0.499739,1.001009,1.00112,1.001263,1.001152,1.002937,0.999335
0.501251,0.499523,0.501375,0.499665,1.000774,1.000898,1.00104,1.000916,1.002626,0.999188
0.501777,0.499817,0.501909,0.499921,1.001594,1.001726,1.00183,1.001698,1.003686,0.999738
0.501722,0.4998,0.501849,0.499921,1.001522,1.001649,1.00177,1.001643,1.003571,0.999721
0.502122,0.499177,0.502311,0.499414,1.001299,1.001488,1.001725,1.001536,1.004433,0.998591
0.501481,0.499579,0.501617,0.499711,1.00106,1.001196,1.001328,1.001192,1.003098,0.99929
0.556948,0.485871,0.557072,0.486017,1.042819,1.042943,1.043089,1.042965,1.11402,0.971888
0.556147,0.487075,0.556464,0.487401,1.043222,1.043539,1.043865,1.043548,1.112611,0.974476
0.557886,0.486184,0.558176,0.486444,1.04407,1.04436,1.04462,1.04433,1.116062,0.972628
0.557568,0.485091,0.557907,0.485549,1.042659,1.042998,1.043456,1.043117,1.115475,0.97064
0.556079,0.485844,0.556238,0.48598,1.041923,1.042082,1.042218,1.042059,1.112317,0.971824
0.553833,0.489769,0.554041,0.489923,1.043602,1.04381,1.043964,1.043756,1.107874,0.979692
0.555599,0.486405,0.555845,0.486679,1.042004,1.04225,1.042524,1.042278,1.111444,0.973084
0.5558,0.485651,0.556004,0.485835,1.041451,1.041655,1.041839,1.041635,1.111804,0.971486
0.541958,0.501321,0.542134,0.501456,1.043279,1.043455,1.04359,1.043414,1.084092,1.002777
0.542318,0.500988,0.5425,0.501165,1.043306,1.043488,1.043665,1.043483,1.084818,1.002153
0.556421,0.485669,0.556521,0.485762,1.04209,1.04219,1.042283,1.042183,1.112942,0.971431
0.556322,0.485669,0.556462,0.485762,1.041991,1.042131,1.042224,1.042084,1.112784,0.971431
